"Notes"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1974"	"1974"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	673	1336452	50.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Infective and parasitic diseases"	"000-136"	765	1325020	57.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Neoplasms"	"140-239"	90	1325020	6.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	146	1325020	11.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the blood and blood-forming organs"	"280-289"	64	1325020	4.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Mental disorders"	"290-315"	7	1325020	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the nervous system and sense organs"	"320-389"	415	1325020	31.3
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the circulatory system"	"390-458"	340	1325020	25.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the respiratory system"	"460-519"	1087	1325020	82.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the digestive system"	"520-577"	369	1325020	27.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the genitourinary system"	"580-629"	62	1325020	4.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the skin and subcutaneous tissue"	"680-709"	18	1325020	1.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	2	1325020	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Congenital anomalies"	"740-759"	3891	1325020	293.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Certain causes of perinatal mortality"	"760-778"	11051	1325020	834.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Symptoms and ill-defined conditions"	"780-796"	2019	1325020	152.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1975"	"1975"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	593	1325020	44.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Infective and parasitic diseases"	"000-136"	833	1333037	62.5
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Neoplasms"	"140-239"	54	1333037	4.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	133	1333037	10.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the blood and blood-forming organs"	"280-289"	58	1333037	4.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Mental disorders"	"290-315"	4	1333037	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the nervous system and sense organs"	"320-389"	411	1333037	30.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the circulatory system"	"390-458"	372	1333037	27.9
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the respiratory system"	"460-519"	961	1333037	72.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the digestive system"	"520-577"	328	1333037	24.6
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the genitourinary system"	"580-629"	80	1333037	6.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the skin and subcutaneous tissue"	"680-709"	11	1333037	0.8 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	6	1333037	0.5 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Congenital anomalies"	"740-759"	3672	1333037	275.5
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Certain causes of perinatal mortality"	"760-778"	9959	1333037	747.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Symptoms and ill-defined conditions"	"780-796"	2070	1333037	155.3
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1976"	"1976"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	596	1333037	44.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Infective and parasitic diseases"	"000-136"	827	1398280	59.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Neoplasms"	"140-239"	95	1398280	6.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	110	1398280	7.9
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the blood and blood-forming organs"	"280-289"	64	1398280	4.6
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Mental disorders"	"290-315"	3	1398280	0.2 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the nervous system and sense organs"	"320-389"	400	1398280	28.6
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the circulatory system"	"390-458"	429	1398280	30.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the respiratory system"	"460-519"	869	1398280	62.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the digestive system"	"520-577"	353	1398280	25.2
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the genitourinary system"	"580-629"	87	1398280	6.2
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the skin and subcutaneous tissue"	"680-709"	14	1398280	1.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	4	1398280	0.3 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Congenital anomalies"	"740-759"	3760	1398280	268.9
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Certain causes of perinatal mortality"	"760-778"	9384	1398280	671.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Symptoms and ill-defined conditions"	"780-796"	2252	1398280	161.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1977"	"1977"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	578	1398280	41.3
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Infective and parasitic diseases"	"000-136"	862	1394573	61.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Neoplasms"	"140-239"	72	1394573	5.2
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	106	1394573	7.6
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the blood and blood-forming organs"	"280-289"	49	1394573	3.5
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Mental disorders"	"290-315"	6	1394573	0.4 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the nervous system and sense organs"	"320-389"	424	1394573	30.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the circulatory system"	"390-458"	434	1394573	31.1
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the respiratory system"	"460-519"	786	1394573	56.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the digestive system"	"520-577"	362	1394573	26.0
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the genitourinary system"	"580-629"	95	1394573	6.8
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the skin and subcutaneous tissue"	"680-709"	13	1394573	0.9 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	8	1394573	0.6 (Unreliable)
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Congenital anomalies"	"740-759"	3674	1394573	263.4
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Certain causes of perinatal mortality"	"760-778"	8712	1394573	624.7
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Symptoms and ill-defined conditions"	"780-796"	2258	1394573	161.9
	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	"1978"	"1978"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	562	1394573	40.3
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Infective and parasitic diseases"	"000-136"	118	1042000	11.3
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Neoplasms"	"140-239"	57	1042000	5.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	20	1042000	1.9
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the blood and blood-forming organs"	"280-289"	40	1042000	3.8
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Mental disorders"	"290-315"	3	1042000	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the nervous system and sense organs"	"320-389"	77	1042000	7.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the circulatory system"	"390-458"	51	1042000	4.9
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the respiratory system"	"460-519"	297	1042000	28.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the digestive system"	"520-577"	22	1042000	2.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the genitourinary system"	"580-629"	6	1042000	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the skin and subcutaneous tissue"	"680-709"	3	1042000	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	3	1042000	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Congenital anomalies"	"740-759"	111	1042000	10.7
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Certain causes of perinatal mortality"	"760-778"	3	1042000	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Symptoms and ill-defined conditions"	"780-796"	46	1042000	4.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1968"	"1968"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	561	1042000	53.8
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Infective and parasitic diseases"	"000-136"	106	1008000	10.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Neoplasms"	"140-239"	61	1008000	6.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	15	1008000	1.5 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the blood and blood-forming organs"	"280-289"	31	1008000	3.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Mental disorders"	"290-315"	2	1008000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the nervous system and sense organs"	"320-389"	80	1008000	7.9
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the circulatory system"	"390-458"	36	1008000	3.6
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the respiratory system"	"460-519"	213	1008000	21.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the digestive system"	"520-577"	19	1008000	1.9 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the genitourinary system"	"580-629"	9	1008000	0.9 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the skin and subcutaneous tissue"	"680-709"	1	1008000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	2	1008000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Congenital anomalies"	"740-759"	142	1008000	14.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Certain causes of perinatal mortality"	"760-778"	3	1008000	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Symptoms and ill-defined conditions"	"780-796"	61	1008000	6.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1969"	"1969"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	547	1008000	54.3
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Infective and parasitic diseases"	"000-136"	92	970376	9.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Neoplasms"	"140-239"	62	970376	6.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	16	970376	1.6 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the blood and blood-forming organs"	"280-289"	36	970376	3.7
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Mental disorders"	"290-315"	3	970376	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the nervous system and sense organs"	"320-389"	80	970376	8.2
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the circulatory system"	"390-458"	58	970376	6.0
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the respiratory system"	"460-519"	205	970376	21.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the digestive system"	"520-577"	19	970376	2.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the genitourinary system"	"580-629"	3	970376	0.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	970376	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Congenital anomalies"	"740-759"	114	970376	11.7
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Certain causes of perinatal mortality"	"760-778"	2	970376	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Symptoms and ill-defined conditions"	"780-796"	59	970376	6.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1970"	"1970"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	505	970376	52.0
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Infective and parasitic diseases"	"000-136"	54	969000	5.6
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Neoplasms"	"140-239"	72	969000	7.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	13	969000	1.3 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the blood and blood-forming organs"	"280-289"	37	969000	3.8
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Mental disorders"	"290-315"	1	969000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the nervous system and sense organs"	"320-389"	59	969000	6.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the circulatory system"	"390-458"	41	969000	4.2
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the respiratory system"	"460-519"	169	969000	17.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the digestive system"	"520-577"	19	969000	2.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the genitourinary system"	"580-629"	6	969000	0.6 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the skin and subcutaneous tissue"	"680-709"	2	969000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	1	969000	0.1 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Congenital anomalies"	"740-759"	107	969000	11.0
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Certain causes of perinatal mortality"	"760-778"	5	969000	0.5 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Symptoms and ill-defined conditions"	"780-796"	52	969000	5.4
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1971"	"1971"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	495	969000	51.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Infective and parasitic diseases"	"000-136"	54	985000	5.5
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Neoplasms"	"140-239"	46	985000	4.7
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	10	985000	1.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the blood and blood-forming organs"	"280-289"	28	985000	2.8
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Mental disorders"	"290-315"	4	985000	0.4 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the nervous system and sense organs"	"320-389"	114	985000	11.6
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the circulatory system"	"390-458"	40	985000	4.1
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the respiratory system"	"460-519"	166	985000	16.9
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the digestive system"	"520-577"	18	985000	1.8 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the genitourinary system"	"580-629"	4	985000	0.4 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Complications of pregnancy, childbirth, and the puerperium"	"630-678"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the skin and subcutaneous tissue"	"680-709"	0	0	0.0 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Diseases of the musculoskeletal system and connective tissue"	"710-738"	2	985000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Congenital anomalies"	"740-759"	100	985000	10.2
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Certain causes of perinatal mortality"	"760-778"	2	985000	0.2 (Unreliable)
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Symptoms and ill-defined conditions"	"780-796"	52	985000	5.3
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1972"	"1972"	"Accidents, poisonings, and violence (external cause)"	"E800-E999"	462	985000	46.9
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Infective and parasitic diseases"	"000-136"	46	990000	4.6
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Neoplasms"	"140-239"	51	990000	5.2
	"1-4 years"	"1-4"	"Female"	"F"	"Black or African American"	"2054-5"	"1973"	"1973"	"Endocrine, nutritional, and metabolic diseases"	"240-279"	12	990000	1.2 (Unreliable)
